,predicted_mean
421,49.67095636026081
422,49.67095636026081
423,49.67095636026081
424,49.67095636026081
425,49.67095636026081
426,49.67095636026081
427,49.67095636026081
428,49.67095636026081
429,49.67095636026081
430,49.67095636026081
431,49.67095636026081
432,49.67095636026081
433,49.67095636026081
434,49.67095636026081
435,49.67095636026081
436,49.67095636026081
437,49.67095636026081
438,49.67095636026081
439,49.67095636026081
440,49.67095636026081
441,49.67095636026081
442,49.67095636026081
443,49.67095636026081
444,49.67095636026081
445,49.67095636026081
446,49.67095636026081
447,49.67095636026081
448,49.67095636026081
449,49.67095636026081
450,49.67095636026081
451,49.67095636026081
452,49.67095636026081
453,49.67095636026081
454,49.67095636026081
455,49.67095636026081
456,49.67095636026081
457,49.67095636026081
458,49.67095636026081
459,49.67095636026081
460,49.67095636026081
461,49.67095636026081
462,49.67095636026081
463,49.67095636026081
464,49.67095636026081
465,49.67095636026081
466,49.67095636026081
467,49.67095636026081
468,49.67095636026081
469,49.67095636026081
470,49.67095636026081
471,49.67095636026081
472,49.67095636026081
473,49.67095636026081
474,49.67095636026081
475,49.67095636026081
476,49.67095636026081
477,49.67095636026081
478,49.67095636026081
479,49.67095636026081
480,49.67095636026081
481,49.67095636026081
482,49.67095636026081
483,49.67095636026081
484,49.67095636026081
485,49.67095636026081
486,49.67095636026081
487,49.67095636026081
488,49.67095636026081
489,49.67095636026081
490,49.67095636026081
491,49.67095636026081
492,49.67095636026081
493,49.67095636026081
494,49.67095636026081
495,49.67095636026081
496,49.67095636026081
497,49.67095636026081
498,49.67095636026081
499,49.67095636026081
500,49.67095636026081
501,49.67095636026081
502,49.67095636026081
503,49.67095636026081
504,49.67095636026081
505,49.67095636026081
506,49.67095636026081
507,49.67095636026081
508,49.67095636026081
509,49.67095636026081
510,49.67095636026081
511,49.67095636026081
512,49.67095636026081
513,49.67095636026081
514,49.67095636026081
515,49.67095636026081
516,49.67095636026081
517,49.67095636026081
518,49.67095636026081
519,49.67095636026081
520,49.67095636026081
521,49.67095636026081
522,49.67095636026081
523,49.67095636026081
524,49.67095636026081
525,49.67095636026081
526,49.67095636026081
527,49.67095636026081
528,49.67095636026081
529,49.67095636026081
530,49.67095636026081
531,49.67095636026081
532,49.67095636026081
533,49.67095636026081
534,49.67095636026081
535,49.67095636026081
536,49.67095636026081
537,49.67095636026081
538,49.67095636026081
539,49.67095636026081
540,49.67095636026081
541,49.67095636026081
542,49.67095636026081
543,49.67095636026081
544,49.67095636026081
545,49.67095636026081
546,49.67095636026081
547,49.67095636026081
548,49.67095636026081
549,49.67095636026081
550,49.67095636026081
551,49.67095636026081
552,49.67095636026081
553,49.67095636026081
554,49.67095636026081
555,49.67095636026081
556,49.67095636026081
557,49.67095636026081
558,49.67095636026081
559,49.67095636026081
560,49.67095636026081
561,49.67095636026081
562,49.67095636026081
563,49.67095636026081
564,49.67095636026081
565,49.67095636026081
566,49.67095636026081
567,49.67095636026081
568,49.67095636026081
569,49.67095636026081
570,49.67095636026081
571,49.67095636026081
572,49.67095636026081
573,49.67095636026081
574,49.67095636026081
575,49.67095636026081
576,49.67095636026081
577,49.67095636026081
578,49.67095636026081
579,49.67095636026081
580,49.67095636026081
581,49.67095636026081
582,49.67095636026081
583,49.67095636026081
584,49.67095636026081
585,49.67095636026081
586,49.67095636026081
587,49.67095636026081
588,49.67095636026081
589,49.67095636026081
590,49.67095636026081
591,49.67095636026081
592,49.67095636026081
593,49.67095636026081
594,49.67095636026081
595,49.67095636026081
596,49.67095636026081
597,49.67095636026081
598,49.67095636026081
599,49.67095636026081
600,49.67095636026081
601,49.67095636026081
602,49.67095636026081
603,49.67095636026081
604,49.67095636026081
605,49.67095636026081
606,49.67095636026081
607,49.67095636026081
608,49.67095636026081
609,49.67095636026081
610,49.67095636026081
611,49.67095636026081
612,49.67095636026081
613,49.67095636026081
614,49.67095636026081
615,49.67095636026081
616,49.67095636026081
617,49.67095636026081
618,49.67095636026081
619,49.67095636026081
620,49.67095636026081
621,49.67095636026081
622,49.67095636026081
623,49.67095636026081
624,49.67095636026081
625,49.67095636026081
626,49.67095636026081
627,49.67095636026081
628,49.67095636026081
629,49.67095636026081
630,49.67095636026081
631,49.67095636026081
632,49.67095636026081
633,49.67095636026081
634,49.67095636026081
635,49.67095636026081
636,49.67095636026081
637,49.67095636026081
638,49.67095636026081
639,49.67095636026081
640,49.67095636026081
641,49.67095636026081
642,49.67095636026081
643,49.67095636026081
644,49.67095636026081
645,49.67095636026081
646,49.67095636026081
647,49.67095636026081
648,49.67095636026081
649,49.67095636026081
650,49.67095636026081
651,49.67095636026081
652,49.67095636026081
653,49.67095636026081
654,49.67095636026081
655,49.67095636026081
656,49.67095636026081
